,ID,Retweets,Replies,Likes,Quotes,Text
0,1336364356335001601,0,0,0,0,@realDonaldTrump @GeoffDuncanGA WE LOVE YOU SIR!!!!!!!!!
1,1336364353017274371,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/CsTRbMSRDG
2,1336364313838112769,0,0,0,0,@Metrozeee @VJamesD @dudleyeiduDne @realDonaldTrump @GeoffDuncanGA https://t.co/nSdlDUoF8v
3,1336364304774418434,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Biggest challenge in 100 years was presented to you and you failed. Move on.
4,1336364239699718146,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA All you have to offer is personal insults.  So sad that the President of the United States stoops to such a low, low level.  We should all be offended by this behavior."
5,1336364230363107329,0,0,0,0,"@realDonaldTrump @onlymomto3 @GeoffDuncanGA Like hell it's false or disputed, maybe Soros doesn't  like it, but who cares what he thinks?"
6,1336364197266018305,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Hey dum-dum: signatures get checked and verified BEFORE the ballots are processed. Once the ballots are separated and counted it’s IMPOSSIBLE to tie them back to any signature. Just because you don’t like the results you can’t reverse engineer the process. Uninformed clown.
7,1336364126684258309,0,0,0,0,@realDonaldTrump @GeoffDuncanGA You are such a little man! You’re a LOOSER! You’re done! You’re fired!
8,1336364121718095872,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA You are dillusional, accept the truth and move on show a little class for the good of America."
9,1336364104416563200,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/gilUL3LATc
10,1336364008501358599,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/L8wbXSWwW9
11,1336363944970252289,0,0,0,0,@realDonaldTrump @GeoffDuncanGA @GeoffDuncanGA is a traitor and back stabber and now 80+million patriots know it. Goodbye Duncan.
12,1336363929791033344,0,0,0,0,"@nicolesharp_tx @w0ader @Kamie947 @realDonaldTrump @GeoffDuncanGA Cases that will be thrown out due to lack of evidence.  Don’t you get it? Trumps legal team has filed over 50 lawsuits and so far, has only won 2.   If these judges saw evidence, then they wouldn’t of thrown them out."
13,1336363829526102016,0,0,0,0,@realDonaldTrump @GeoffDuncanGA trump [truhmp] noun.  1. too dumb 2. too corrupt  3. a massive fraud 4. multiple bankruptcies  5. a clueless fleck of a man
14,1336363759103700992,0,0,0,0,@tiger96425666 @itsJeffTiedrich @realDonaldTrump @GeoffDuncanGA And the whole world knows trump lost is a whingy whiny crybaby who is undermining your democracy who would do anything it takes to destroy you and is a dictator wannabe
15,1336363758747344897,0,0,0,0,@realDonaldTrump @GeoffDuncanGA #donnieoneterm that all you got?
16,1336363690371715077,0,0,0,0,@realDonaldTrump @GeoffDuncanGA You are a pathetic loser.   #TrumpIsANationalDisgrace #TrumpIsATraitor
17,1336363680389345286,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Once your out of office there will be a new hit in Jail.  Knock, knock, knockin on Donald’s butt. It will be a hit I am sure."
18,1336363650953699329,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA You lost, diaper Donny. Stop holding other people accountable for YOUR loss. You're a loser. Get your packing done... https://t.co/aSH91trsh8"
19,1336363547098570755,0,0,0,0,@The_PeopleofUSA @kmazing @Raiklin @realDonaldTrump @GeoffDuncanGA Can’t wait to come back to this on January 20th 🤘
20,1336363512147402756,0,0,0,0,@realDonaldTrump @GeoffDuncanGA @GeoffDuncanGA is hot! And principled. DJT: You need to pack your crayons and go!
21,1336363392601366528,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Dr. Lance Dodes: Trump is ""delusional at the core,"" will live in ""fantasyland till the day he dies"" yup a statement of fact."
22,1336363366340759552,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Shut up, man!"
23,1336363327157497857,0,0,0,0,@tiger96425666 @itsJeffTiedrich @realDonaldTrump @GeoffDuncanGA Show me all the fraud
24,1336363301609984000,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA @realDonaldTrump is an impeached, one term flop of a President.  Fact!"
25,1336363258706595844,0,0,0,0,@realDonaldTrump @GeoffDuncanGA #TrumpIsACompleteFailure https://t.co/5ZmWbzqpS6
26,1336363129345888265,0,0,0,0,"@gmac1124 @real_defender @realDonaldTrump @GeoffDuncanGA Gail, people have done their job. There is no significant fraud. Trump has lost 48 of his 49 lawsuits BECAUSE THERE IS NO FRAUD!"
27,1336363105815826433,0,0,0,0,"@KimBell04547905 @JawsNZ @realDonaldTrump @GeoffDuncanGA I want proof that this election was fraudulent. If there is no proof then there is no reason for me to believe it.  Just because someone states something, does make it true."
28,1336363097997541376,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/dCBuBoqONd
29,1336363090179485697,0,0,0,0,@real_defender @realDonaldTrump @GeoffDuncanGA https://t.co/lgFCKhWrry
30,1336362973980454912,0,0,0,0,@realDonaldTrump @GeoffDuncanGA RINO has no spine to stand up for WE THE PEOPLE....sad....to have him in office....
31,1336362951587061761,0,0,0,0,@davidrollman @realDonaldTrump @GeoffDuncanGA You are the textbook definition of stupid.
32,1336362929839624195,0,0,0,0,"@KrystalDionne @the_resistor @realDonaldTrump @GeoffDuncanGA @senatemajldr @LindseyGrahamSC In essence, any candidate that loses can claim fraud, file suits, shout at the rain how they were wronged and implore conspiracy at every level.....okie dokie, got it...."
33,1336362905957244929,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Why? Just because he does not bend to your autocratic will or quid pro quo?
34,1336362896402497537,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/8KQAuE5Msd
35,1336362894041165827,0,0,0,0,"@holdmanzy @martykep1 @historygirl1020 @real_defender @realDonaldTrump @GeoffDuncanGA You’re completely full of shit , they are anti government but do not believe Trump to be part of the government. And they have a considerable of Neo Nazis as members."
36,1336362889863684097,0,0,0,0,@realDonaldTrump @GeoffDuncanGA So if @GeoffDuncanGA is a Rhino what does that make @realDonaldTrump? A WHINO
37,1336362865725411330,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Brian Kemp needs to be removed also it's clear he's in the pockets of China.
38,1336362819130822656,0,0,0,0,"@cenkuygur @realDonaldTrump @GeoffDuncanGA Said the neoliberal who has been screwed many times by the Democraps. Great job playing the red vs blue game while living in a glass house, Cenk. You’re always an embarrassment to progressives."
39,1336362781449351176,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/esAgCRTrnq
40,1336362735467180034,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Calling you out, LOSER!"
41,1336362721349079043,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Hey Loser! You lost! Get used to it! #Loser
42,1336362629242228738,0,0,0,0,@htommy998 @realDonaldTrump @GeoffDuncanGA A vote doesn’t go your way... so it must be corrupt. You are full of crap. Get real. Grow up.
43,1336362555502161921,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA My word, more sh1t than a sewage treatment plant"
44,1336362555317563393,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Exactly!! PATRIOTS UNITE AND FIGHT!! The REST OF THE COUNTRY NEEDS YOU!! ❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
45,1336362548715802628,0,0,0,0,@itsJeffTiedrich @realDonaldTrump @GeoffDuncanGA Seems like you belong to a family of drivers... SCREWDRIVERS!!!
46,1336362474698919937,0,0,0,0,"@juanperdomosoto @BostonMMcD @CKarluk @EugeneTrevino73 @Rothbard1776 @realDonaldTrump @GeoffDuncanGA The burden of proof is on you jabroni. If I tell you there are aliens and everyone sees them. If someone says they don't see them, they're lying to cover it up. You would want me to prove there's aliens.....not go around to every person who said they're lying to prove it"
47,1336362451345039361,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Oh shut up #DiapersMcGee your just mad cuz your a loser and he played you and your MAGAts like a fiddle an got elected and to be honest from what I’ve seen on Twitter an in the streets... that isn’t a insurmountable task LOL
48,1336362415026565121,0,1,0,0,@AcidRein @martykep1 @historygirl1020 @real_defender @realDonaldTrump @GeoffDuncanGA Why? Boogaloo boys are a libertarian/right wing anarchist group and oppose all forms of authoritarianism
49,1336362357975638016,0,0,0,0,@realDonaldTrump @GeoffDuncanGA You lost. Just shut up already and move on.  A nice prison cell is waiting for you.
50,1336362355370962946,0,0,0,0,@real_defender @realDonaldTrump @GeoffDuncanGA All the Anti-American White Nationalist trump cult members are with you!!
51,1336362354100023296,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Kudos Gov. Kemp, that's called leadership, We are following you on twitter from today.  Georgia Gov. Brian Kemp to state legislators: Picking own presidential electors 'not an option' https://t.co/mrxbPdlGCw via @Yahoo"
52,1336362283635777537,0,0,0,0,"@The_PeopleofUSA @kmazing @Raiklin @realDonaldTrump @GeoffDuncanGA Also while I have you here, I’m pretty sure they asked you about your absentee ballot in case you HAD requested one. Chances are LOTS of people were asked that question. It is 100% legal to turn in your AB at your polling place 🙄"
53,1336362156036657152,0,1,0,0,"@holdmanzy @martykep1 @historygirl1020 @real_defender @realDonaldTrump @GeoffDuncanGA lol ok , Yet you claim not to be a hate group or pro Trump , just stop it."
54,1336362124403224581,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Kinda like you're too dumb and corrupt to accept what is true? That you lost? Massively? The biggest loss in the history of voting? Never before seen, blah, blah, blah as you like to run your mouth about things that aren't true? Except that this one Is true.  Pack your bags!"
55,1336362051229216769,0,0,0,0,@realDonaldTrump @GeoffDuncanGA https://t.co/UREVF8pa7J
56,1336362009714159616,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Georgia case to The Supreme Court.
57,1336362003624046600,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA WHAT AMERICANS DYING FROM COVID.  DO YOUR FUCKING JOB.    United States. Dec 08, 2020 Coronavirus Cases: 15,409,555 Deaths: 291,407 Recovered: 8,995,493"
58,1336361994568556546,0,0,1,0,@realDonaldTrump @GeoffDuncanGA A Rino? Dude u typo old to use that
59,1336361988377759744,0,0,1,0,@realDonaldTrump @GeoffDuncanGA You’re such trash. It’s so hard to believe that this is from the president of our nation. You’ve ruined that office.
60,1336361973920002048,0,0,0,0,"@realDonaldTrump @GeoffDuncanGA Georgia, Georgia, Georgia, do it‼️"
61,1336361910934134784,0,0,0,0,@realDonaldTrump @GeoffDuncanGA Trump lost. It is over. Stop the donation campaign to pay for all of your legal and financial problems and take responsibility for your actions for once in your life. You are a fake and a snake oil salesman. Despicable.
62,1336361809411010561,0,1,1,0,@AcidRein @martykep1 @historygirl1020 @real_defender @realDonaldTrump @GeoffDuncanGA Boogaloo boys
